Campo;Descripción campo;Tabla
gf_last_change_branch_id;Código de la sucursal / oficina que realizó la última modificación en la información del registro;t_kbtq_customer_balance
gf_conciliation_id;Identificador de conciliación, el cual va a permitir discernir si la informacion cargada esta alineada con el origen. La información que puede contener puede ser de cualquier naturaleza, como por ejempllo: PAN, telefono del cliente, DNI,etc;t_kbtq_customer_balance
g_customer_id;Identificador de cliente en modelo global, entendiéndose por cliente aquella persona, fí­sica o jurí­dica, que contrata un producto o servicio con la entidad financiera. Este código permite la identificación uní­voca de cada uno de ellos a nivel mundial, no pudiéndose repetir el mismo identificador en dos paí­ses distintos.;t_kbtq_customer_contact
g_container_contact_id;Campo Modelo Global contendor que mediante un identificador secuencial permite identificar el contacto, pudiendo ser este contacto un cliente, un grupo, un gestor, un medio de contacto. Se trata de un campo que sirve para cruzar con otras tablas del modelo con información de contacto.;t_kbtq_customer_contact
gf_cutoff_date;Refleja el momento en el tiempo al que hacen referencia los datos del objeto (tabla, un fichero, etc.) Por ejemplo: - Reflejando el dí­a al que pertenece la información - Reflejando el mes al que pertenece la información mostrando el dí­a de cierre natural de mes;t_kbtq_customer_contact
g_user_account_id;Identificador de modelo global de una cuenta de usuario, que interactúa en nombre del cliente y que tiene un perfil en relación a la relación definida por la empresa (o particular) para esa persona.;t_kbtq_customer_contact
gf_main_contact_type;Marca que permite identificar cuál es el contacto principal de un cliente, grupo o contrapartida.;t_kbtq_customer_contact
gf_contact_desc;Descripción del campo contenedor relativo al contacto. Puede tomar valores como: cliente, grupo, gestor, medio de contacto.;t_kbtq_customer_contact
gf_main_channel_cmun_type;Código que permite identificar el tipo canal de contacto principal preferido por la persona, es decir cual es el principal para contactar. Por ejemplo, si una persona tiene varios teléfonos de contacto asignados, y es su método preferido de comunicación, marcar uno de ellos como principal.;t_kbtq_customer_contact
gf_contact_start_date;Momento en el que se da de alta una persona de contacto;t_kbtq_customer_contact
gf_contact_end_date;Momento en el que se da de baja una persona de contacto;t_kbtq_customer_contact
gf_phone_type_desc;Descripción del tipo de teléfono;t_kbtq_customer_contact
gf_address_district_name;Información que describe el nombre del Distrito donde se encuentra ubicado el domicilio que el cliente ha entregado en la entidad como contacto.;t_kbtq_customer_contact
gf_customer_contact_group_id;Identificador de grupos de contacto de un cliente. EJ: personales, gestión, familiares, administradores, empleados, otros.;t_kbtq_customer_contact
gf_title_desc;Descripción del tipo de tratamiento formal utilizado para dirigirse a las personas fí­sicas en la correspondencia enviada por parte de la Entidad.  Por ejemplo: - Don  - Doí±a  - Excelentí­simo  - Otros;t_kbtq_customer_contact
gf_prefix_phone_desc;Descripción del prefijo nacional (departamental) o internacional de un teléfono.;t_kbtq_customer_contact
gf_gender_desc;Descripción del sexo o género de la persona (Ejemplos: Mujer/Hombre, Mujer/Varón....);t_kbtq_customer_contact
gf_province_name;Nombre de la división administrativa del territorio de un Estado;t_kbtq_customer_contact
gf_urbanization_type;Tipo de zona o urbanización de la dirección.;t_kbtq_customer_contact
gf_senior_pos_type;Identificador de la actividad profesional desempeí±ada por las personas fí­sicas clientes de la Entidad, en el caso de que su ocupación laboral sea contratada. Por ejemplo: - Técnico Superior - Encargado - Administrativo - Agente Comercial - Trabajador no cualificado - etc;t_kbtq_customer_contact
gf_position_desc;Información que aporta mayor nivel de detalle sobre la categorí­a o cargo del usuario dentro de la Entidad.;t_kbtq_customer_contact
gf_personal_type;Indicador del tipo de documento informado en el 'Documento oficial identificativo del cliente'. Entendiendo por 'Documento oficial identificativo del cliente' la numeración o codificación reflejada en su documento oficial identificativo. Por ejemplo: - Tarjeta de lector - Carnet de conducir - Pasaporte - DNI - Otros;t_kbtq_customer_contact
gf_personal_type_desc;Descripcion del tipo de documento informado en el 'Documento oficial identificativo del cliente'. Entendiendo por 'Documento oficial identificativo del cliente' la numeración o codificación reflejada en su documento oficial identificativo. Por ejemplo: - Tarjeta de lector - Carnet de conducir - Pasaporte - DNI - Otros;t_kbtq_customer_contact
gf_personal_id;Numeración o codificación reflejada en el documento oficial Identificativo del cliente  Por ejemplo:  - Número de Pasaporte - Número de Tarjeta de Residencia - Número del Documento Nacional de Identidad (DNI) - Número de Identificación Fiscal (NIF) - Número Cédula de Identidad - otros;t_kbtq_customer_contact
gf_contact_group_desc;Descripción de grupos de contacto. EJ: personales, gestión, familiares, administradores, empleados, otros.;t_kbtq_customer_contact
gf_first_name;Nombre propio identificativo de la persona fí­sica y que aparece en el registro Civil.;t_kbtq_customer_contact
gf_middle_name;Segundo nombre propio identificativo de la persona fí­sica que se inserta entre el nombre y primer apellido, y que aparece en el registro Civil.;t_kbtq_customer_contact
gf_person_name_suffix_type;Información abreviada del nombre de la persona. Por ejemplo Jr para Junior, Sr en el caso de Senior, etc...;t_kbtq_customer_contact
gf_last_name;Primer Apellido de la Persona que aparece en el Registro Civil o fuente oficial aceptada en el paí­s.;t_kbtq_customer_contact
gf_second_last_name;Segundo Apellido de la Persona que aparece en el Registro Civil o fuente oficial aceptada en el paí­s.;t_kbtq_customer_contact
gf_marital_status_type;Código identificativo de la situación de las personas fí­sicas determinada por sus relaciones de familia, provenientes del matrimonio o del parentesco, que establece ciertos derechos y deberes.;t_kbtq_customer_contact
gf_gender_type;Indicador del sexo o género de la persona (Ejemplos: Mujer/Hombre, Mujer/Varón....);t_kbtq_customer_contact
gf_province_id;Código identificativo de la Provincia /Estado.;t_kbtq_customer_contact
gf_title_type;Tipo de tratamiento formal utilizado para dirigirse a las personas fí­sicas en la correspondencia enviada por parte de la Entidad. Por ejemplo: - Don - Doí±a - Excelentí­simo - Otros;t_kbtq_customer_contact
gf_correspondence_language_id;Idioma en el que el cliente desea recibir la correspondencia;t_kbtq_customer_contact
gf_employee_entity_id;Identificador Banco/Entidad del Grupo con el que el profesional tiene relación laboral, trándose de los casos en los que el cliente tiene alguna relación profesional con el Grupo, como por ejemplo Accionistas, empleados, etc...;t_kbtq_customer_contact
gf_taxpayer_id;Codificación de las Administraciones Públicas de cada paí­s para identificar e individualizar a los contribuyentes, personas fí­sicas o jurí­dicas, para fines tributarios. Tiene distintas acepciones en cada paí­s, por ejemplo: - México: en México este código es conocido como RFC por sus siglas Registro Federal de Contribuyentes. - Perú: en Perú este código se denomina RUC por sus siglas Registro íšnico de Contribuyentes. - Chile: en Chile este código se conoce como RUT por sus siglas Rol íšnico Tributario. - USA: en USA este código se conoce como TIN;t_kbtq_customer_contact
gf_contact_person_type_id;Código identificativo utilizado para indicar la persona de contacto que el cliente, en este caso la persona jurí­dica, ha indicado a la entidad como contacto. Por ejemplo: - Gerente - Director financiero - Socio - Otros;t_kbtq_customer_contact
gf_address_country_id;Codificación que permite determinar el paí­s donde se encuentra ubicado el domicilio indicado por el cliente.;t_kbtq_customer_contact
gf_address_district_id;Código identificativo del Distrito donde se encuentra ubicado el domicilio que el cliente ha entregado en la entidad como contacto.;t_kbtq_customer_contact
gf_road_type_id;Código identificativo que permite identificar el tipo de ví­a. Por ejemplo: - Calle - Avenida - Travesí­a - Otras;t_kbtq_customer_contact
gf_town_id;Código identificativo de la ciudad.;t_kbtq_customer_contact
gf_town_name;Nombre de la Ciudad/Población.;t_kbtq_customer_contact
gf_address_road_desc;Descripción con detalle del nombre de la via en una dirección.;t_kbtq_customer_contact
gf_secndy_addr_road_number_id;Identificador del Número secundario del Domicilio Normalizado. Se trata de información complementaria de una dirección. Por ejemplo, en el caso de que haya dos portales con mismo número y se distingan por una letra Portal 16-A Portal 16 - B;t_kbtq_customer_contact
gf_address_reference_desc;Descripción correspondiente a la referencia de la dirección. Esta información es incluida con el fin de facilitar la localización de la dirección.Por ejemplo: Al lado de, al frente de, en la esquina de etc.;t_kbtq_customer_contact
gf_zipcode_id;Esquema que se encarga de asignar a distintas zonas o lugares de un paí­s, un código que, adosado a la dirección, es útil para facilitar y mecanizar el encaminamiento de una carta de correo. Los códigos postales son una serie de dí­gitos y letras.;t_kbtq_customer_contact
gf_geographic_group_id;Código identificativo de la agrupación geográfica del grupo, entendiendo agrupación geográfica como la división administrativa territorial de primer nivel en que se organiza un Estado.  Por ejemplo:  - Estado - Región - Comunidad Autónoma - Otros;t_kbtq_customer_contact
gf_urbanization_name;Nombre de la zona o urbanización de la dirección.;t_kbtq_customer_contact
gf_primry_addr_road_number_id;Identificador del Número primario del Domicilio Normalizado. Se trata de información complementaria de una dirección. Por ejemplo, en el caso de que haya dos portales con mismo número y se distingan por una letra Portal 16-A Portal 16 - B;t_kbtq_customer_contact
gf_address_verified_date;Fecha que permite identificar la validez o fiabilidad del Domicilio de la Persona registrado en la Entidad. La validez se suele realizar según el criterio de la Entidad. El más extendido consiste en la validación del domicilio en función del Contacto con el cliente. Si el cliente da feedback tras una notificación a domicilio se valida el Domiclio.;t_kbtq_customer_contact
gf_address_verified_type;Marca que permite identificar la validez o fiabilidad del Domicilio de la Persona registrado en la Entidad. La validez se suele realizar según el criterio de la Entidad. El más extendido consiste en la validación del domicilio en función del Contacto con el cliente. Si el cliente da feedback tras una notificación a domicilio se valida el Domiclio.;t_kbtq_customer_contact
